co_ref,total_interactions,interactions_14_days,pre_renewal_interactions,last_moment_engagement_ratio,complaints,negative_experience,support_issues,financial_stress,price_dissatisfaction,avg_sentiment_x,avg_sentiment_y,avg_sentiment,agent_followups,engagement_score
AD4863,9,0,3,0.0,NoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNo,60.0,60.0,60.0,12.0,0.0
AD5124,9,3,0,0.3,NoNoNoNoNoNoNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,6.0,0.0
AD6195,16,4,4,0.23529411764705882,NoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,NoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,80.0,80.0,80.0,0.0,0.0
AD6431,8,2,2,0.2222222222222222,NoNoNoNoNoNoNoNo,YesYesNoNoNoNoNoNo,NoNoNoNoNot DiscussedNot DiscussedNoNo,YesYesNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,12.0,0.0
AD7629,12,3,3,0.23076923076923078,NoNoNoNoNoNoNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,21.0,0.0
AD7704,3,1,0,0.25,NoNoNo,YesNoNo,YesNoNo,NoNoNo,YesNot DiscussedNo,0.0,0.0,0.0,0.0,0.0
AD7727,12,3,3,0.23076923076923078,YesYesYesNoNoNoNoNoNoNoNoNo,YesYesYesNot DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,YesYesYesNot DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,40.0,40.0,40.0,24.0,0.0
AD8539,3,1,1,0.25,NoYesNo,YesYesNo,NoNoNo,NoNoYes,NoYesNot Discussed,0.0,0.0,0.0,0.0,0.0
AD8939,9,3,3,0.3,YesYesYesNoNoNoNoNoNo,YesYesYesNoNoNoNot DiscussedNot DiscussedNot Discussed,YesYesYesNoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedYesYesYesYesYesYes,NoNoNoNoNoNoNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,0.0,0.0
AD9098,9,3,3,0.3,NoNoNoNoNoNoNoNoNo,YesYesYesNot DiscussedNot DiscussedNot DiscussedNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,65.0,65.0,65.0,12.0,0.0
AD9123,6,0,2,0.0,NoNoNoNoNoNo,NoNoNoNoNot DiscussedNot Discussed,NoNoNoNoNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,4.0,0.0
AE0975,9,3,0,0.3,NoNoNoNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,66.66666666666667,66.66666666666667,66.66666666666667,9.0,0.0
AE1387,12,3,3,0.23076923076923078,NoNoNoNoNoNoNoNoNoNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNoNoNoNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,24.0,0.0
AE1618,4,4,0,0.8,NoNoNoNo,NoNoNoNo,NoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot Discussed,90.0,90.0,90.0,0.0,0.0
AE2296,9,3,0,0.3,NoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNot DiscussedNot DiscussedNot Discussed,NoNoNoNoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,65.0,65.0,65.0,6.0,0.0
AE2866,20,8,0,0.38095238095238093,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNo,50.0,50.0,50.0,0.0,0.0
AE2874,16,4,4,0.23529411764705882,NoNoNoNoYesYesYesYesNoNoNoNoNoNoNoNo,YesYesYesYesYesYesYesYesNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,YesYesYesYesYesYesYesYesNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,YesYesYesYesNot DiscussedNot DiscussedNot DiscussedNot DiscussedYesYesYesYesNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,8.0,0.0
AE4304,4,1,1,0.2,NoNoNoNo,NoNoNoNo,NoNoNot DiscussedNo,NoNoNot DiscussedNot Discussed,NoNot DiscussedNot DiscussedNo,50.0,50.0,50.0,4.0,0.0
AE4321,12,3,3,0.23076923076923078,NoNoNoNoNoNoNoNoNoNoNoNo,YesYesYesNoNoNoNoNoNoNot DiscussedNot DiscussedNot Discussed,YesYesYesNoNoNoNoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,YesYesYesNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,40.0,40.0,40.0,9.0,0.0
AE4711,3,1,1,0.25,NoNoNo,YesYesNo,NoNot DiscussedNo,YesNot DiscussedYes,YesNot DiscussedNot Discussed,40.0,40.0,40.0,6.0,0.0
AE4779,6,2,0,0.2857142857142857,NoNoNoNoNoNo,Not DiscussedNot DiscussedNoNoNoNo,Not DiscussedNot DiscussedNoNoNot DiscussedNot Discussed,NoNoYesYesNot DiscussedNot Discussed,NoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,8.0,0.0
AE5370,24,4,4,0.16,YesYesYesYesNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailYesYesYesYesNoNoNoNoNoNoNoNo,YesYesYesYesNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailYesYesYesYesNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailYesYesYesYesNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,YesYesYesYesNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,YesYesYesYesNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailYesYesYesYesYesYesYesYesNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,4.0,0.0
AE5853,12,3,3,0.23076923076923078,NoNoNoNoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNoNoNoNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,YesYesYesYesYesYesNot DiscussedNot DiscussedNot DiscussedYesYesYes,47.5,47.5,47.5,24.0,0.0
AE6233,9,3,0,0.3,NoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,9.0,0.0
AE6472,9,3,3,0.3,YesYesYesNoNoNoNoNoNo,YesYesYesNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,YesYesYesNot DiscussedNot DiscussedNot DiscussedNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,YesYesYesNot DiscussedNot DiscussedNot DiscussedNoNoNo,45.0,45.0,45.0,15.0,0.0
AE7407,9,3,3,0.3,NoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNot DiscussedNot DiscussedNot Discussed,NoNoNoNoNoNoNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNoNoNoNoNoNo,50.0,50.0,50.0,15.0,0.0
AE7906,24,4,4,0.16,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoYesYesYesYesNoNoNoNoNoNoNoNo,70.0,70.0,70.0,4.0,0.0
AE9291,12,3,3,0.23076923076923078,NoNoNoNoNoNoNoNoNoNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,9.0,0.0
AE9686,4,0,0,0.0,NoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNo,50.0,50.0,50.0,4.0,0.0
AF1667,6,3,0,0.42857142857142855,NoNoNoNoNoNo,NoNoNoNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,3.0,0.0
AF2553,24,8,4,0.32,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoYesYesYesYes,50.0,50.0,50.0,0.0,0.0
AF3164,6,0,0,0.0,NoNoNoNoNoNo,YesYesYesNot DiscussedNot DiscussedNot Discussed,YesYesYesNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,6.0,0.0
AF3897,9,0,3,0.0,NoNoNoNoNoNoNoNoNo,YesYesYesNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,NoNoNoNoNoNoNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,18.0,0.0
AF3924,3,0,0,0.0,NoNoNo,Not DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot Discussed,NoNoNo,0.0,0.0,0.0,0.0,0.0
AF4921,2,1,0,0.3333333333333333,NoNo,NoNo,NoNo,Not DiscussedNot Discussed,Not DiscussedNo,50.0,50.0,50.0,5.0,0.0
AF5367,20,0,4,0.0,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNo,70.0,70.0,70.0,0.0,0.0
AF5796,4,0,0,0.0,NoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNo,NoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,0.0,0.0
AF5831,3,1,0,0.25,NoNoNo,Not DiscussedNoNot Discussed,Not DiscussedNoNot Discussed,Not DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot Discussed,66.66666666666667,66.66666666666667,66.66666666666667,4.0,0.0
AF6271,9,3,0,0.3,NoNoNoNoNoNoNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot DiscussedNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,6.0,0.0
AF8183,20,8,0,0.38095238095238093,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailYesYesYesYesYesYesYesYesNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailYesYesYesYesYesYesYesYesNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoYesYesYesYesNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailYesYesYesYesYesYesYesYesNoNoNoNo,50.0,50.0,50.0,0.0,0.0
AF8693,12,3,3,0.23076923076923078,NoNoNoNoNoNoNoNoNoNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,75.0,75.0,75.0,6.0,0.0
AF8874,6,3,0,0.42857142857142855,NoNoNoNoNoNo,NoNoNoNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,6.0,0.0
AF9548,9,3,0,0.3,NoNoNoNoNoNoNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,6.0,0.0
AG0181,12,0,0,0.0,No_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,0.0,0.0
AG0573,12,3,3,0.23076923076923078,NoNoNoNoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNoNoNoNot DiscussedNot DiscussedNot Discussed,NoNoNoNoNoNoNoNoNoNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,15.0,0.0
AG0927,4,4,0,0.8,NoNoNoNo,NoNoNoNo,NoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot Discussed,90.0,90.0,90.0,0.0,0.0
AG1011,4,0,0,0.0,NoNoNoNo,NoNoNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot Discussed,0.0,0.0,0.0,0.0,0.0
AG2246,12,3,3,0.23076923076923078,YesYesYesNoNoNoNoNoNoNoNoNo,YesYesYesNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNo,50.0,50.0,50.0,12.0,0.0
AG2468,9,3,0,0.3,NoNoNoNoNoNoNoNoNo,YesYesYesNoNoNoNoNoNo,NoNoNoNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNo,50.0,50.0,50.0,21.0,0.0
AG3199,28,8,4,0.27586206896551724,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailYesYesYesYesYesYesYesYesNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoYesYesYesYesNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,0.0,0.0
AG3202,12,3,3,0.23076923076923078,NoNoNoNoNoNoNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNo,NoNoNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,12.0,0.0
AG4875,9,3,0,0.3,YesYesYesNoNoNoNoNoNo,YesYesYesNot DiscussedNot DiscussedNot DiscussedNoNoNo,YesYesYesNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,15.0,0.0
AG4897,4,0,2,0.0,NoNoNoNo,NoNoNoNo,NoNoNoNo,NoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,4.0,0.0
AG4971,10,4,2,0.36363636363636365,No_EmailNo_EmailNoNoNoNoNoNoNoNo,No_EmailNo_EmailYesYesNoNoNoNoNot DiscussedNot Discussed,No_EmailNo_EmailNoNoNoNoNoNoNot DiscussedNot Discussed,No_EmailNo_EmailNoNoNoNoNoNoNot DiscussedNot Discussed,No_EmailNo_EmailYesYesNoNoNoNoNot DiscussedNot Discussed,50.0,50.0,50.0,0.0,0.0
AG4986,6,2,0,0.2857142857142857,NoNoNoNoNoNo,NoNoNot DiscussedNot DiscussedNoNo,NoNoNot DiscussedNot DiscussedNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,75.0,75.0,75.0,4.0,0.0
AG5519,8,2,2,0.2222222222222222,NoNoNoNoNoNoNoNo,Not DiscussedNot DiscussedNoNoNoNoNoNo,Not DiscussedNot DiscussedNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNot DiscussedNot Discussed,50.0,50.0,50.0,8.0,0.0
AG5729,6,2,0,0.2857142857142857,YesYesNoNoNoNo,YesYesNot DiscussedNot DiscussedNot DiscussedNot Discussed,YesYesNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,6.0,0.0
